ORD,Location,State,Region,INCLUDE,Size,NOM,Harvested_ha,Fallow_ha,Maize1960_ha,Maize1960_kg,MaizeIrr1960_ha,Maize1960_t,Maize1960_kgha,Fert_ha,Properties,Properties_ha,Cultiv_ha,Irrigated_ha,Humedad_ha,Temporal_ha,FPA_ha,Pasture_ha,Forest_ha,UncultivArable_ha,Inarable_ha
3756,HUEYAPAN DE OCAMPO,Veracruz,,FALSE,Ejido,"HUEYAPAN DE OCAMPO, VERACRUZ DE IGNACIO DE LA LLAVE",7039,2587,4029,4033000,0,4033,1000.992802,1168,,,0,,,,,,,,
3757,HUILOAPAN DE CUAUHTEMOC,Veracruz,,FALSE,Total,"HUILOAPAN DE CUAUHTEMOC, VERACRUZ DE IGNACIO DE LA LLAVE",129,0,83,78000,6,78,939.7590361,20,,,0,,,,,,,,
3758,HUILOAPAN DE CUAUHTEMOC,Veracruz,,FALSE,Large,"HUILOAPAN DE CUAUHTEMOC, VERACRUZ DE IGNACIO DE LA LLAVE",32,0,28,25000,0,25,892.8571429,1,,,0,,,,,,,,
3759,HUILOAPAN DE CUAUHTEMOC,Veracruz,,FALSE,Small,"HUILOAPAN DE CUAUHTEMOC, VERACRUZ DE IGNACIO DE LA LLAVE",49,0,36,33000,6,33,916.6666667,0,,,0,,,,,,,,
3760,HUILOAPAN DE CUAUHTEMOC,Veracruz,,FALSE,Ejido,"HUILOAPAN DE CUAUHTEMOC, VERACRUZ DE IGNACIO DE LA LLAVE",48,0,19,20000,0,20,1052.631579,19,,,0,,,,,,,,
3761,IGNACIO DE LA LLAVE,Veracruz,,FALSE,Total,"IGNACIO DE LA LLAVE, VERACRUZ DE IGNACIO DE LA LLAVE",4808,272,2889,3014000,260,3014,1043.267567,207,,,0,,,,,,,,
3762,IGNACIO DE LA LLAVE,Veracruz,,FALSE,Large,"IGNACIO DE LA LLAVE, VERACRUZ DE IGNACIO DE LA LLAVE",29,0,27,25000,0,25,925.9259259,150,,,0,,,,,,,,
3763,IGNACIO DE LA LLAVE,Veracruz,,FALSE,Small,"IGNACIO DE LA LLAVE, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3764,IGNACIO DE LA LLAVE,Veracruz,,FALSE,Ejido,"IGNACIO DE LA LLAVE, VERACRUZ DE IGNACIO DE LA LLAVE",4779,272,2862,2989000,260,2989,1044.374563,57,,,0,,,,,,,,
3765,ILAMATLAN,Veracruz,,FALSE,Total,"ILAMATLAN, VERACRUZ DE IGNACIO DE LA LLAVE",3847,1645,2583,2464000,0,2464,953.9295393,3,,,0,,,,,,,,
3766,ILAMATLAN,Veracruz,,FALSE,Large,"ILAMATLAN, VERACRUZ DE IGNACIO DE LA LLAVE",3668,1645,2412,2231000,0,2231,924.9585406,3,,,0,,,,,,,,
3767,ILAMATLAN,Veracruz,,FALSE,Small,"ILAMATLAN, VERACRUZ DE IGNACIO DE LA LLAVE",179,0,171,233000,0,233,1362.573099,0,,,0,,,,,,,,
3768,ILAMATLAN,Veracruz,,FALSE,Ejido,"ILAMATLAN, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3769,IXCATEPEC,Veracruz,,FALSE,Total,"IXCATEPEC, VERACRUZ DE IGNACIO DE LA LLAVE",4131,5,3166,3069000,0,3069,969.3619709,0,,,0,,,,,,,,
3770,IXCATEPEC,Veracruz,,FALSE,Large,"IXCATEPEC, VERACRUZ DE IGNACIO DE LA LLAVE",2034,1,1646,1535000,0,1535,932.563791,0,,,0,,,,,,,,
3771,IXCATEPEC,Veracruz,,FALSE,Small,"IXCATEPEC, VERACRUZ DE IGNACIO DE LA LLAVE",24,0,24,24000,0,24,1000,0,,,0,,,,,,,,
3772,IXCATEPEC,Veracruz,,FALSE,Ejido,"IXCATEPEC, VERACRUZ DE IGNACIO DE LA LLAVE",2073,4,1496,1510000,0,1510,1009.358289,0,,,0,,,,,,,,
3773,IXHUACAN DE LOS REYES,Veracruz,,FALSE,Total,"IXHUACAN DE LOS REYES, VERACRUZ DE IGNACIO DE LA LLAVE",709,25,587,599000,0,599,1020.44293,221,,,0,,,,,,,,
3774,IXHUACAN DE LOS REYES,Veracruz,,FALSE,Large,"IXHUACAN DE LOS REYES, VERACRUZ DE IGNACIO DE LA LLAVE",510,25,394,369000,0,369,936.5482234,181,,,0,,,,,,,,
3775,IXHUACAN DE LOS REYES,Veracruz,,FALSE,Small,"IXHUACAN DE LOS REYES, VERACRUZ DE IGNACIO DE LA LLAVE",126,0,120,156000,0,156,1300,0,,,0,,,,,,,,
3776,IXHUACAN DE LOS REYES,Veracruz,,FALSE,Ejido,"IXHUACAN DE LOS REYES, VERACRUZ DE IGNACIO DE LA LLAVE",73,0,73,74000,0,74,1013.69863,40,,,0,,,,,,,,
3777,IXHUATLANCILLO,Veracruz,,FALSE,Total,"IXHUATLANCILLO, VERACRUZ DE IGNACIO DE LA LLAVE",585,0,581,581000,0,581,1000,4,,,0,,,,,,,,
3778,IXHUATLANCILLO,Veracruz,,FALSE,Large,"IXHUATLANCILLO, VERACRUZ DE IGNACIO DE LA LLAVE",51,0,51,48000,0,48,941.1764706,4,,,0,,,,,,,,
3779,IXHUATLANCILLO,Veracruz,,FALSE,Small,"IXHUATLANCILLO, VERACRUZ DE IGNACIO DE LA LLAVE",42,0,38,35000,0,35,921.0526316,0,,,0,,,,,,,,
3780,IXHUATLANCILLO,Veracruz,,FALSE,Ejido,"IXHUATLANCILLO, VERACRUZ DE IGNACIO DE LA LLAVE",492,0,492,498000,0,498,1012.195122,0,,,0,,,,,,,,
3781,IXHUATLAN DEL CAFE,Veracruz,,FALSE,Total,"IXHUATLAN DEL CAFE, VERACRUZ DE IGNACIO DE LA LLAVE",1100,17,1056,1090000,0,1090,1032.19697,77,,,0,,,,,,,,
3782,IXHUATLAN DEL CAFE,Veracruz,,FALSE,Large,"IXHUATLAN DEL CAFE, VERACRUZ DE IGNACIO DE LA LLAVE",253,17,216,204000,0,204,944.4444444,77,,,0,,,,,,,,
3783,IXHUATLAN DEL CAFE,Veracruz,,FALSE,Small,"IXHUATLAN DEL CAFE, VERACRUZ DE IGNACIO DE LA LLAVE",203,0,196,234000,0,234,1193.877551,0,,,0,,,,,,,,
3784,IXHUATLAN DEL CAFE,Veracruz,,FALSE,Ejido,"IXHUATLAN DEL CAFE, VERACRUZ DE IGNACIO DE LA LLAVE",644,0,644,652000,0,652,1012.42236,0,,,0,,,,,,,,
3785,IXHUATLAN DE MADERO,Veracruz,,FALSE,Total,"IXHUATLAN DE MADERO, VERACRUZ DE IGNACIO DE LA LLAVE",13914,1536,12571,12532000,0,12532,996.8976215,26,,,0,,,,,,,,
3786,IXHUATLAN DE MADERO,Veracruz,,FALSE,Large,"IXHUATLAN DE MADERO, VERACRUZ DE IGNACIO DE LA LLAVE",2660,282,2027,1856000,0,1856,915.6388752,26,,,0,,,,,,,,
3787,IXHUATLAN DE MADERO,Veracruz,,FALSE,Small,"IXHUATLAN DE MADERO, VERACRUZ DE IGNACIO DE LA LLAVE",12,0,7,7000,0,7,1000,0,,,0,,,,,,,,
3788,IXHUATLAN DE MADERO,Veracruz,,FALSE,Ejido,"IXHUATLAN DE MADERO, VERACRUZ DE IGNACIO DE LA LLAVE",11242,1254,10537,10669000,0,10669,1012.527285,0,,,0,,,,,,,,
3789,IXMATLAHUACAN,Veracruz,,FALSE,Total,"IXMATLAHUACAN, VERACRUZ DE IGNACIO DE LA LLAVE",3364,223,229,239000,0,239,1043.668122,52,,,0,,,,,,,,
3790,IXMATLAHUACAN,Veracruz,,FALSE,Large,"IXMATLAHUACAN, VERACRUZ DE IGNACIO DE LA LLAVE",2644,25,99,107000,0,107,1080.808081,52,,,0,,,,,,,,
3791,IXMATLAHUACAN,Veracruz,,FALSE,Small,"IXMATLAHUACAN, VERACRUZ DE IGNACIO DE LA LLAVE",23,0,5,4000,0,4,800,0,,,0,,,,,,,,
3792,IXMATLAHUACAN,Veracruz,,FALSE,Ejido,"IXMATLAHUACAN, VERACRUZ DE IGNACIO DE LA LLAVE",697,198,125,128000,0,128,1024,0,,,0,,,,,,,,
3793,IXTACZOQUITLAN,Veracruz,,FALSE,Total,"IXTACZOQUITLAN, VERACRUZ DE IGNACIO DE LA LLAVE",4276,604,2349,2375000,0,2375,1011.06854,1374,,,0,,,,,,,,
3794,IXTACZOQUITLAN,Veracruz,,FALSE,Large,"IXTACZOQUITLAN, VERACRUZ DE IGNACIO DE LA LLAVE",377,47,168,183000,0,183,1089.285714,159,,,0,,,,,,,,
3795,IXTACZOQUITLAN,Veracruz,,FALSE,Small,"IXTACZOQUITLAN, VERACRUZ DE IGNACIO DE LA LLAVE",104,0,28,31000,0,31,1107.142857,0,,,0,,,,,,,,
3796,IXTACZOQUITLAN,Veracruz,,FALSE,Ejido,"IXTACZOQUITLAN, VERACRUZ DE IGNACIO DE LA LLAVE",3795,557,2153,2161000,0,2161,1003.715745,1215,,,0,,,,,,,,
3797,JALACINGO,Veracruz,,FALSE,Total,"JALACINGO, VERACRUZ DE IGNACIO DE LA LLAVE",13447,235,7251,7039000,0,7039,970.7626534,987,,,0,,,,,,,,
3798,JALACINGO,Veracruz,,FALSE,Large,"JALACINGO, VERACRUZ DE IGNACIO DE LA LLAVE",8959,75,3997,4002000,0,4002,1001.250938,252,,,0,,,,,,,,
3799,JALACINGO,Veracruz,,FALSE,Small,"JALACINGO, VERACRUZ DE IGNACIO DE LA LLAVE",1208,0,1129,903000,0,903,799.8228521,0,,,0,,,,,,,,
3800,JALACINGO,Veracruz,,FALSE,Ejido,"JALACINGO, VERACRUZ DE IGNACIO DE LA LLAVE",3280,160,2125,2134000,0,2134,1004.235294,735,,,0,,,,,,,,
3801,XALAPA,Veracruz,,FALSE,Total,"XALAPA, VERACRUZ DE IGNACIO DE LA LLAVE",1928,169,1521,1579000,7,1579,1038.132807,2692,,,0,,,,,,,,
3802,XALAPA,Veracruz,,FALSE,Large,"XALAPA, VERACRUZ DE IGNACIO DE LA LLAVE",453,139,205,225000,0,225,1097.560976,2236,,,0,,,,,,,,
3803,XALAPA,Veracruz,,FALSE,Small,"XALAPA, VERACRUZ DE IGNACIO DE LA LLAVE",45,0,39,45000,0,45,1153.846154,0,,,0,,,,,,,,
3804,XALAPA,Veracruz,,FALSE,Ejido,"XALAPA, VERACRUZ DE IGNACIO DE LA LLAVE",1430,30,1277,1309000,7,1309,1025.058731,456,,,0,,,,,,,,
3805,JALCOMULCO,Veracruz,,FALSE,Total,"JALCOMULCO, VERACRUZ DE IGNACIO DE LA LLAVE",942,0,663,670000,0,670,1010.558069,0,,,0,,,,,,,,
3806,JALCOMULCO,Veracruz,,FALSE,Large,"JALCOMULCO, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3807,JALCOMULCO,Veracruz,,FALSE,Small,"JALCOMULCO, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3808,JALCOMULCO,Veracruz,,FALSE,Ejido,"JALCOMULCO, VERACRUZ DE IGNACIO DE LA LLAVE",942,0,663,670000,0,670,1010.558069,0,,,0,,,,,,,,
3809,JALTIPAN,Veracruz,,FALSE,Total,"JALTIPAN, VERACRUZ DE IGNACIO DE LA LLAVE",1123,925,969,1025000,0,1025,1057.791538,38,,,0,,,,,,,,
3810,JALTIPAN,Veracruz,,FALSE,Large,"JALTIPAN, VERACRUZ DE IGNACIO DE LA LLAVE",521,554,445,499000,0,499,1121.348315,38,,,0,,,,,,,,
3811,JALTIPAN,Veracruz,,FALSE,Small,"JALTIPAN, VERACRUZ DE IGNACIO DE LA LLAVE",41,0,35,31000,0,31,885.7142857,0,,,0,,,,,,,,
3812,JALTIPAN,Veracruz,,FALSE,Ejido,"JALTIPAN, VERACRUZ DE IGNACIO DE LA LLAVE",561,371,489,495000,0,495,1012.269939,0,,,0,,,,,,,,
3813,JAMAPA,Veracruz,,FALSE,Total,"JAMAPA, VERACRUZ DE IGNACIO DE LA LLAVE",5267,176,3525,3558000,0,3558,1009.361702,157,,,0,,,,,,,,
3814,JAMAPA,Veracruz,,FALSE,Large,"JAMAPA, VERACRUZ DE IGNACIO DE LA LLAVE",254,43,212,222000,0,222,1047.169811,0,,,0,,,,,,,,
3815,JAMAPA,Veracruz,,FALSE,Small,"JAMAPA, VERACRUZ DE IGNACIO DE LA LLAVE",5,0,4,4000,0,4,1000,0,,,0,,,,,,,,
3816,JAMAPA,Veracruz,,FALSE,Ejido,"JAMAPA, VERACRUZ DE IGNACIO DE LA LLAVE",5008,133,3309,3332000,0,3332,1006.95074,157,,,0,,,,,,,,
3817,JESUS CARRANZA,Veracruz,,FALSE,Total,"JESUS CARRANZA, VERACRUZ DE IGNACIO DE LA LLAVE",3233,14766,918,876000,0,876,954.248366,115,,,0,,,,,,,,
3818,JESUS CARRANZA,Veracruz,,FALSE,Large,"JESUS CARRANZA, VERACRUZ DE IGNACIO DE LA LLAVE",2568,14763,745,701000,0,701,940.9395973,115,,,0,,,,,,,,
3819,JESUS CARRANZA,Veracruz,,FALSE,Small,"JESUS CARRANZA, VERACRUZ DE IGNACIO DE LA LLAVE",5,0,4,3000,0,3,750,0,,,0,,,,,,,,
3820,JESUS CARRANZA,Veracruz,,FALSE,Ejido,"JESUS CARRANZA, VERACRUZ DE IGNACIO DE LA LLAVE",660,3,169,172000,0,172,1017.751479,0,,,0,,,,,,,,
3821,XICO,Veracruz,,FALSE,Total,"XICO, VERACRUZ DE IGNACIO DE LA LLAVE",893,29,627,665000,0,665,1060.606061,469,,,0,,,,,,,,
3822,XICO,Veracruz,,FALSE,Large,"XICO, VERACRUZ DE IGNACIO DE LA LLAVE",241,0,202,219000,0,219,1084.158416,200,,,0,,,,,,,,
3823,XICO,Veracruz,,FALSE,Small,"XICO, VERACRUZ DE IGNACIO DE LA LLAVE",37,0,35,53000,0,53,1514.285714,0,,,0,,,,,,,,
3824,XICO,Veracruz,,FALSE,Ejido,"XICO, VERACRUZ DE IGNACIO DE LA LLAVE",615,29,390,393000,0,393,1007.692308,269,,,0,,,,,,,,
3825,JILOTEPEC,Veracruz,,FALSE,Total,"JILOTEPEC, VERACRUZ DE IGNACIO DE LA LLAVE",1486,210,1034,1052000,0,1052,1017.408124,394,,,0,,,,,,,,
3826,JILOTEPEC,Veracruz,,FALSE,Large,"JILOTEPEC, VERACRUZ DE IGNACIO DE LA LLAVE",262,150,60,65000,0,65,1083.333333,69,,,0,,,,,,,,
3827,JILOTEPEC,Veracruz,,FALSE,Small,"JILOTEPEC, VERACRUZ DE IGNACIO DE LA LLAVE",224,0,223,226000,0,226,1013.452915,0,,,0,,,,,,,,
3828,JILOTEPEC,Veracruz,,FALSE,Ejido,"JILOTEPEC, VERACRUZ DE IGNACIO DE LA LLAVE",1000,60,751,761000,0,761,1013.315579,325,,,0,,,,,,,,
3829,JUCHIQUE DE FERRER,Veracruz,,FALSE,Total,"JUCHIQUE DE FERRER, VERACRUZ DE IGNACIO DE LA LLAVE",2180,441,2097,2009000,0,2009,958.0352885,335,,,0,,,,,,,,
3830,JUCHIQUE DE FERRER,Veracruz,,FALSE,Large,"JUCHIQUE DE FERRER, VERACRUZ DE IGNACIO DE LA LLAVE",874,81,829,747000,0,747,901.0856454,268,,,0,,,,,,,,
3831,JUCHIQUE DE FERRER,Veracruz,,FALSE,Small,"JUCHIQUE DE FERRER, VERACRUZ DE IGNACIO DE LA LLAVE",73,0,71,61000,0,61,859.1549296,0,,,0,,,,,,,,
3832,JUCHIQUE DE FERRER,Veracruz,,FALSE,Ejido,"JUCHIQUE DE FERRER, VERACRUZ DE IGNACIO DE LA LLAVE",1233,360,1197,1201000,0,1201,1003.341688,67,,,0,,,,,,,,
3833,LANDERO Y COSS,Veracruz,,FALSE,Total,"LANDERO Y COSS, VERACRUZ DE IGNACIO DE LA LLAVE",342,0,341,337000,0,337,988.2697947,54,,,0,,,,,,,,
3834,LANDERO Y COSS,Veracruz,,FALSE,Large,"LANDERO Y COSS, VERACRUZ DE IGNACIO DE LA LLAVE",121,0,121,129000,0,129,1066.115702,54,,,0,,,,,,,,
3835,LANDERO Y COSS,Veracruz,,FALSE,Small,"LANDERO Y COSS, VERACRUZ DE IGNACIO DE LA LLAVE",221,0,220,208000,0,208,945.4545455,0,,,0,,,,,,,,
3836,LANDERO Y COSS,Veracruz,,FALSE,Ejido,"LANDERO Y COSS, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3837,LERDO DE TEJADA,Veracruz,,FALSE,Total,"LERDO DE TEJADA, VERACRUZ DE IGNACIO DE LA LLAVE",5757,2,61,61000,0,61,1000,793,,,0,,,,,,,,
3838,LERDO DE TEJADA,Veracruz,,FALSE,Large,"LERDO DE TEJADA, VERACRUZ DE IGNACIO DE LA LLAVE",3390,2,7,6000,0,6,857.1428571,57,,,0,,,,,,,,
3839,LERDO DE TEJADA,Veracruz,,FALSE,Small,"LERDO DE TEJADA, VERACRUZ DE IGNACIO DE LA LLAVE",11,0,0,0,0,0,,0,,,0,,,,,,,,
3840,LERDO DE TEJADA,Veracruz,,FALSE,Ejido,"LERDO DE TEJADA, VERACRUZ DE IGNACIO DE LA LLAVE",2356,0,54,55000,0,55,1018.518519,736,,,0,,,,,,,,
3841,MAGDALENA,Veracruz,,FALSE,Total,"MAGDALENA, VERACRUZ DE IGNACIO DE LA LLAVE",421,20,381,354000,0,354,929.1338583,4,,,0,,,,,,,,
3842,MAGDALENA,Veracruz,,FALSE,Large,"MAGDALENA, VERACRUZ DE IGNACIO DE LA LLAVE",158,20,118,96000,0,96,813.559322,4,,,0,,,,,,,,
3843,MAGDALENA,Veracruz,,FALSE,Small,"MAGDALENA, VERACRUZ DE IGNACIO DE LA LLAVE",263,0,263,258000,0,258,980.9885932,0,,,0,,,,,,,,
3844,MAGDALENA,Veracruz,,FALSE,Ejido,"MAGDALENA, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3845,MALTRATA,Veracruz,,FALSE,Total,"MALTRATA, VERACRUZ DE IGNACIO DE LA LLAVE",1705,193,1052,1039000,0,1039,987.6425856,17,,,0,,,,,,,,
3846,MALTRATA,Veracruz,,FALSE,Large,"MALTRATA, VERACRUZ DE IGNACIO DE LA LLAVE",326,44,304,279000,0,279,917.7631579,1,,,0,,,,,,,,
3847,MALTRATA,Veracruz,,FALSE,Small,"MALTRATA, VERACRUZ DE IGNACIO DE LA LLAVE",432,0,412,421000,0,421,1021.84466,0,,,0,,,,,,,,
3848,MALTRATA,Veracruz,,FALSE,Ejido,"MALTRATA, VERACRUZ DE IGNACIO DE LA LLAVE",947,149,336,339000,0,339,1008.928571,16,,,0,,,,,,,,
3849,MANLIO FABIO ALTAMIRANO,Veracruz,,FALSE,Total,"MANLIO FABIO ALTAMIRANO, VERACRUZ DE IGNACIO DE LA LLAVE",9368,319,6320,6418000,58,6418,1015.506329,3,,,0,,,,,,,,
3850,MANLIO FABIO ALTAMIRANO,Veracruz,,FALSE,Large,"MANLIO FABIO ALTAMIRANO, VERACRUZ DE IGNACIO DE LA LLAVE",984,29,400,416000,8,416,1040,3,,,0,,,,,,,,
3851,MANLIO FABIO ALTAMIRANO,Veracruz,,FALSE,Small,"MANLIO FABIO ALTAMIRANO, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3852,MANLIO FABIO ALTAMIRANO,Veracruz,,FALSE,Ejido,"MANLIO FABIO ALTAMIRANO, VERACRUZ DE IGNACIO DE LA LLAVE",8384,290,5920,6002000,50,6002,1013.851351,0,,,0,,,,,,,,
3853,MARIANO ESCOBEDO,Veracruz,,FALSE,Total,"MARIANO ESCOBEDO, VERACRUZ DE IGNACIO DE LA LLAVE",1936,41,1495,1422000,1,1422,951.1705686,554,,,0,,,,,,,,
3854,MARIANO ESCOBEDO,Veracruz,,FALSE,Large,"MARIANO ESCOBEDO, VERACRUZ DE IGNACIO DE LA LLAVE",1076,41,781,764000,0,764,978.2330346,369,,,0,,,,,,,,
3855,MARIANO ESCOBEDO,Veracruz,,FALSE,Small,"MARIANO ESCOBEDO, VERACRUZ DE IGNACIO DE LA LLAVE",416,0,313,256000,1,256,817.8913738,0,,,0,,,,,,,,
3856,MARIANO ESCOBEDO,Veracruz,,FALSE,Ejido,"MARIANO ESCOBEDO, VERACRUZ DE IGNACIO DE LA LLAVE",444,0,401,402000,0,402,1002.493766,185,,,0,,,,,,,,
3857,MARTINEZ DE LA TORRE,Veracruz,,FALSE,Total,"MARTINEZ DE LA TORRE, VERACRUZ DE IGNACIO DE LA LLAVE",19889,490,14422,15638000,0,15638,1084.315629,3317,,,0,,,,,,,,
3858,MARTINEZ DE LA TORRE,Veracruz,,FALSE,Large,"MARTINEZ DE LA TORRE, VERACRUZ DE IGNACIO DE LA LLAVE",6178,444,3916,4710000,0,4710,1202.757916,1699,,,0,,,,,,,,
3859,MARTINEZ DE LA TORRE,Veracruz,,FALSE,Small,"MARTINEZ DE LA TORRE, VERACRUZ DE IGNACIO DE LA LLAVE",483,0,256,312000,0,312,1218.75,0,,,0,,,,,,,,
3860,MARTINEZ DE LA TORRE,Veracruz,,FALSE,Ejido,"MARTINEZ DE LA TORRE, VERACRUZ DE IGNACIO DE LA LLAVE",13228,46,10250,10616000,0,10616,1035.707317,1618,,,0,,,,,,,,
3861,MECATLAN,Veracruz,,FALSE,Total,"MECATLAN, VERACRUZ DE IGNACIO DE LA LLAVE",567,779,543,575000,0,575,1058.93186,0,,,0,,,,,,,,
3862,MECATLAN,Veracruz,,FALSE,Large,"MECATLAN, VERACRUZ DE IGNACIO DE LA LLAVE",423,779,399,438000,0,438,1097.744361,0,,,0,,,,,,,,
3863,MECATLAN,Veracruz,,FALSE,Small,"MECATLAN, VERACRUZ DE IGNACIO DE LA LLAVE",144,0,144,137000,0,137,951.3888889,0,,,0,,,,,,,,
3864,MECATLAN,Veracruz,,FALSE,Ejido,"MECATLAN, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3865,MECAYAPAN,Veracruz,,FALSE,Total,"MECAYAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",559,320,280,273000,0,273,975,0,,,0,,,,,,,,
3866,MECAYAPAN,Veracruz,,FALSE,Large,"MECAYAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",49,0,28,23000,0,23,821.4285714,0,,,0,,,,,,,,
3867,MECAYAPAN,Veracruz,,FALSE,Small,"MECAYAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",226,0,152,149000,0,149,980.2631579,0,,,0,,,,,,,,
3868,MECAYAPAN,Veracruz,,FALSE,Ejido,"MECAYAPAN, VERACRUZ DE IGNACIO DE LA LLAVE",284,320,100,101000,0,101,1010,0,,,0,,,,,,,,
3869,MEDELLIN,Veracruz,,FALSE,Total,"MEDELLIN, VERACRUZ DE IGNACIO DE LA LLAVE",8291,1116,5261,5385000,7,5385,1023.569664,647,,,0,,,,,,,,
3870,MEDELLIN,Veracruz,,FALSE,Large,"MEDELLIN, VERACRUZ DE IGNACIO DE LA LLAVE",707,25,286,336000,7,336,1174.825175,131,,,0,,,,,,,,
3871,MEDELLIN,Veracruz,,FALSE,Small,"MEDELLIN, VERACRUZ DE IGNACIO DE LA LLAVE",16,0,12,17000,0,17,1416.666667,0,,,0,,,,,,,,
3872,MEDELLIN,Veracruz,,FALSE,Ejido,"MEDELLIN, VERACRUZ DE IGNACIO DE LA LLAVE",7568,1091,4963,5032000,0,5032,1013.902881,516,,,0,,,,,,,,
3873,MIAHUATLAN,Veracruz,,FALSE,Total,"MIAHUATLAN, VERACRUZ DE IGNACIO DE LA LLAVE",758,0,731,851000,0,851,1164.158687,221,,,0,,,,,,,,
3874,MIAHUATLAN,Veracruz,,FALSE,Large,"MIAHUATLAN, VERACRUZ DE IGNACIO DE LA LLAVE",246,0,246,255000,0,255,1036.585366,221,,,0,,,,,,,,
3875,MIAHUATLAN,Veracruz,,FALSE,Small,"MIAHUATLAN, VERACRUZ DE IGNACIO DE LA LLAVE",369,0,369,479000,0,479,1298.102981,0,,,0,,,,,,,,
3876,MIAHUATLAN,Veracruz,,FALSE,Ejido,"MIAHUATLAN, VERACRUZ DE IGNACIO DE LA LLAVE",143,0,116,117000,0,117,1008.62069,0,,,0,,,,,,,,
3877,LAS MINAS,Veracruz,,FALSE,Total,"LAS MINAS, VERACRUZ DE IGNACIO DE LA LLAVE",999,0,950,904000,8,904,951.5789474,19,,,0,,,,,,,,
3878,LAS MINAS,Veracruz,,FALSE,Large,"LAS MINAS, VERACRUZ DE IGNACIO DE LA LLAVE",496,0,461,488000,0,488,1058.56833,19,,,0,,,,,,,,
3879,LAS MINAS,Veracruz,,FALSE,Small,"LAS MINAS, VERACRUZ DE IGNACIO DE LA LLAVE",503,0,489,416000,8,416,850.7157464,0,,,0,,,,,,,,
3880,LAS MINAS,Veracruz,,FALSE,Ejido,"LAS MINAS, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
3881,MINATITLAN,Veracruz,,FALSE,Total,"MINATITLAN, VERACRUZ DE IGNACIO DE LA LLAVE",9490,5547,8604,8850000,0,8850,1028.591353,1149,,,0,,,,,,,,
3882,MINATITLAN,Veracruz,,FALSE,Large,"MINATITLAN, VERACRUZ DE IGNACIO DE LA LLAVE",5418,4190,4920,5117000,0,5117,1040.04065,1149,,,0,,,,,,,,
3883,MINATITLAN,Veracruz,,FALSE,Small,"MINATITLAN, VERACRUZ DE IGNACIO DE LA LLAVE",99,0,89,113000,0,113,1269.662921,0,,,0,,,,,,,,
3884,MINATITLAN,Veracruz,,FALSE,Ejido,"MINATITLAN, VERACRUZ DE IGNACIO DE LA LLAVE",3973,1357,3595,3620000,0,3620,1006.954103,0,,,0,,,,,,,,
3885,MISANTLA,Veracruz,,FALSE,Total,"MISANTLA, VERACRUZ DE IGNACIO DE LA LLAVE",14395,75,10431,11368000,6,11368,1089.828396,529,,,0,,,,,,,,
3886,MISANTLA,Veracruz,,FALSE,Large,"MISANTLA, VERACRUZ DE IGNACIO DE LA LLAVE",5687,61,3042,3622000,2,3622,1190.664037,519,,,0,,,,,,,,
3887,MISANTLA,Veracruz,,FALSE,Small,"MISANTLA, VERACRUZ DE IGNACIO DE LA LLAVE",577,0,555,496000,4,496,893.6936937,0,,,0,,,,,,,,
3888,MISANTLA,Veracruz,,FALSE,Ejido,"MISANTLA, VERACRUZ DE IGNACIO DE LA LLAVE",8131,14,6834,7250000,0,7250,1060.87211,10,,,0,,,,,,,,
3889,MIXTLA DE ALTAMIRANO,Veracruz,,FALSE,Total,"MIXTLA DE ALTAMIRANO, VERACRUZ DE IGNACIO DE LA LLAVE",827,29,771,820000,0,820,1063.553826,0,,,0,,,,,,,,
3890,MIXTLA DE ALTAMIRANO,Veracruz,,FALSE,Large,"MIXTLA DE ALTAMIRANO, VERACRUZ DE IGNACIO DE LA LLAVE",720,29,665,726000,0,726,1091.729323,0,,,0,,,,,,,,
3891,MIXTLA DE ALTAMIRANO,Veracruz,,FALSE,Small,"MIXTLA DE ALTAMIRANO, VERACRUZ DE IGNACIO DE LA LLAVE",107,0,106,94000,0,94,886.7924528,0,,,0,,,,,,,,
3892,MIXTLA DE ALTAMIRANO,Veracruz,,FALSE,Ejido,"MIXTLA DE ALTAMIRANO, VERACRUZ DE IGNACIO DE LA LLAVE",0,0,0,0,0,0,,0,,,0,,,,,,,,
